,university_state,schoolname,state,public,year,CI_ever,No_CI_years,CI_opening,CI_survival_years,federal_share,total_china_donation,cumulative_china_donations,all_year_federal10,all_year_tot_rev_wo_auxother_sum,all_year_china_donations,all_year_foreign_donations,china_donation_log_non_norm
76,Albert Einstein College of Medicine_NY,Albert Einstein College of Medicine,NY,0.0,2015,0.0,21.0,0.0,,,0.0,0.0,0.0,0.0,381717.0,4252385.0,0.0
77,Albert Einstein College of Medicine_NY,Albert Einstein College of Medicine,NY,0.0,2016,0.0,22.0,0.0,,,381717.0,381717.0,0.0,0.0,381717.0,4252385.0,12.852434775336521
78,Albert Einstein College of Medicine_NY,Albert Einstein College of Medicine,NY,0.0,2017,0.0,23.0,0.0,,,0.0,381717.0,0.0,0.0,381717.0,4252385.0,0.0
79,Albert Einstein College of Medicine_NY,Albert Einstein College of Medicine,NY,0.0,2018,0.0,24.0,0.0,,,0.0,381717.0,0.0,0.0,381717.0,4252385.0,0.0
80,Albert Einstein College of Medicine_NY,Albert Einstein College of Medicine,NY,0.0,2019,0.0,25.0,0.0,,,0.0,381717.0,0.0,0.0,381717.0,4252385.0,0.0
84,Alfred University_NY,Alfred University,NY,0.0,1995,1.0,1.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
85,Alfred University_NY,Alfred University,NY,0.0,1996,1.0,2.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
86,Alfred University_NY,Alfred University,NY,0.0,1997,1.0,3.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
87,Alfred University_NY,Alfred University,NY,0.0,1998,1.0,4.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
88,Alfred University_NY,Alfred University,NY,0.0,1999,1.0,5.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
89,Alfred University_NY,Alfred University,NY,0.0,2000,1.0,6.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
90,Alfred University_NY,Alfred University,NY,0.0,2001,1.0,7.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
91,Alfred University_NY,Alfred University,NY,0.0,2002,1.0,8.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
92,Alfred University_NY,Alfred University,NY,0.0,2003,1.0,9.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
93,Alfred University_NY,Alfred University,NY,0.0,2004,1.0,10.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
94,Alfred University_NY,Alfred University,NY,0.0,2005,1.0,11.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
95,Alfred University_NY,Alfred University,NY,0.0,2006,1.0,12.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
96,Alfred University_NY,Alfred University,NY,0.0,2007,1.0,13.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
97,Alfred University_NY,Alfred University,NY,0.0,2008,1.0,14.0,0.0,,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
98,Alfred University_NY,Alfred University,NY,0.0,2009,1.0,14.0,1.0,1.0,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
99,Alfred University_NY,Alfred University,NY,0.0,2010,1.0,14.0,0.0,2.0,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
100,Alfred University_NY,Alfred University,NY,0.0,2011,1.0,14.0,0.0,3.0,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
101,Alfred University_NY,Alfred University,NY,0.0,2012,1.0,14.0,0.0,4.0,0.12290197259363655,0.0,0.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
102,Alfred University_NY,Alfred University,NY,0.0,2013,1.0,14.0,0.0,5.0,0.12290197259363655,255868.0,255868.0,130294050.0,1060146125.0,541841.0,12967567.0,12.452416965481415
103,Alfred University_NY,Alfred University,NY,0.0,2014,1.0,14.0,0.0,6.0,0.12290197259363655,0.0,255868.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
104,Alfred University_NY,Alfred University,NY,0.0,2015,1.0,14.0,0.0,7.0,0.12290197259363655,0.0,255868.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
105,Alfred University_NY,Alfred University,NY,0.0,2016,1.0,14.0,0.0,8.0,0.12290197259363655,0.0,255868.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
106,Alfred University_NY,Alfred University,NY,0.0,2017,1.0,14.0,0.0,9.0,0.12290197259363655,285973.0,541841.0,130294050.0,1060146125.0,541841.0,12967567.0,12.563652679751096
107,Alfred University_NY,Alfred University,NY,0.0,2018,1.0,14.0,0.0,10.0,0.12290197259363655,0.0,541841.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
108,Alfred University_NY,Alfred University,NY,0.0,2019,1.0,14.0,0.0,11.0,0.12290197259363655,0.0,541841.0,130294050.0,1060146125.0,541841.0,12967567.0,0.0
112,Ambassador University_TX,Ambassador University,TX,0.0,1995,0.0,1.0,-1.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
113,Ambassador University_TX,Ambassador University,TX,0.0,1996,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
114,Ambassador University_TX,Ambassador University,TX,0.0,1997,0.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
115,Ambassador University_TX,Ambassador University,TX,0.0,1998,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
116,Ambassador University_TX,Ambassador University,TX,0.0,1999,0.0,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
117,Ambassador University_TX,Ambassador University,TX,0.0,2000,0.0,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
118,Ambassador University_TX,Ambassador University,TX,0.0,2001,0.0,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
119,Ambassador University_TX,Ambassador University,TX,0.0,2002,0.0,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
120,Ambassador University_TX,Ambassador University,TX,0.0,2003,0.0,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
121,Ambassador University_TX,Ambassador University,TX,0.0,2004,0.0,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
122,Ambassador University_TX,Ambassador University,TX,0.0,2005,0.0,11.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
123,Ambassador University_TX,Ambassador University,TX,0.0,2006,0.0,12.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
124,Ambassador University_TX,Ambassador University,TX,0.0,2007,0.0,13.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
125,Ambassador University_TX,Ambassador University,TX,0.0,2008,0.0,14.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
126,Ambassador University_TX,Ambassador University,TX,0.0,2009,0.0,15.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
127,Ambassador University_TX,Ambassador University,TX,0.0,2010,0.0,16.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
128,Ambassador University_TX,Ambassador University,TX,0.0,2011,0.0,17.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
129,Ambassador University_TX,Ambassador University,TX,0.0,2012,0.0,18.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
130,Ambassador University_TX,Ambassador University,TX,0.0,2013,0.0,19.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
131,Ambassador University_TX,Ambassador University,TX,0.0,2014,0.0,20.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
132,Ambassador University_TX,Ambassador University,TX,0.0,2015,0.0,21.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
133,Ambassador University_TX,Ambassador University,TX,0.0,2016,0.0,22.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
134,Ambassador University_TX,Ambassador University,TX,0.0,2017,0.0,23.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
135,Ambassador University_TX,Ambassador University,TX,0.0,2018,0.0,24.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
136,Ambassador University_TX,Ambassador University,TX,0.0,2019,0.0,25.0,0.0,,,0.0,0.0,0.0,0.0,0.0,753000.0,0.0
140,American University (The)_DC,American University (The),DC,0.0,1995,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
141,American University (The)_DC,American University (The),DC,0.0,1996,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
142,American University (The)_DC,American University (The),DC,0.0,1997,0.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
143,American University (The)_DC,American University (The),DC,0.0,1998,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
144,American University (The)_DC,American University (The),DC,0.0,1999,0.0,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
145,American University (The)_DC,American University (The),DC,0.0,2000,0.0,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
146,American University (The)_DC,American University (The),DC,0.0,2001,0.0,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
147,American University (The)_DC,American University (The),DC,0.0,2002,0.0,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
148,American University (The)_DC,American University (The),DC,0.0,2003,0.0,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
149,American University (The)_DC,American University (The),DC,0.0,2004,0.0,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
150,American University (The)_DC,American University (The),DC,0.0,2005,0.0,11.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
151,American University (The)_DC,American University (The),DC,0.0,2006,0.0,12.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
152,American University (The)_DC,American University (The),DC,0.0,2007,0.0,13.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
153,American University (The)_DC,American University (The),DC,0.0,2008,0.0,14.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
154,American University (The)_DC,American University (The),DC,0.0,2009,0.0,15.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
155,American University (The)_DC,American University (The),DC,0.0,2010,0.0,16.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
156,American University (The)_DC,American University (The),DC,0.0,2011,0.0,17.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
157,American University (The)_DC,American University (The),DC,0.0,2012,0.0,18.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
158,American University (The)_DC,American University (The),DC,0.0,2013,0.0,19.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
159,American University (The)_DC,American University (The),DC,0.0,2014,0.0,20.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
160,American University (The)_DC,American University (The),DC,0.0,2015,0.0,21.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
161,American University (The)_DC,American University (The),DC,0.0,2016,0.0,22.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
162,American University (The)_DC,American University (The),DC,0.0,2017,0.0,23.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
163,American University (The)_DC,American University (The),DC,0.0,2018,0.0,24.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
164,American University (The)_DC,American University (The),DC,0.0,2019,0.0,25.0,0.0,,,0.0,0.0,0.0,0.0,0.0,25251220.0,0.0
168,Amherst College_MA,Amherst College,MA,0.0,1995,0.0,1.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
169,Amherst College_MA,Amherst College,MA,0.0,1996,0.0,2.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
170,Amherst College_MA,Amherst College,MA,0.0,1997,0.0,3.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
171,Amherst College_MA,Amherst College,MA,0.0,1998,0.0,4.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
172,Amherst College_MA,Amherst College,MA,0.0,1999,0.0,5.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
173,Amherst College_MA,Amherst College,MA,0.0,2000,0.0,6.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
174,Amherst College_MA,Amherst College,MA,0.0,2001,0.0,7.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
175,Amherst College_MA,Amherst College,MA,0.0,2002,0.0,8.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
176,Amherst College_MA,Amherst College,MA,0.0,2003,0.0,9.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
177,Amherst College_MA,Amherst College,MA,0.0,2004,0.0,10.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
178,Amherst College_MA,Amherst College,MA,0.0,2005,0.0,11.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
179,Amherst College_MA,Amherst College,MA,0.0,2006,0.0,12.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
180,Amherst College_MA,Amherst College,MA,0.0,2007,0.0,13.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
181,Amherst College_MA,Amherst College,MA,0.0,2008,0.0,14.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
182,Amherst College_MA,Amherst College,MA,0.0,2009,0.0,15.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
183,Amherst College_MA,Amherst College,MA,0.0,2010,0.0,16.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
184,Amherst College_MA,Amherst College,MA,0.0,2011,0.0,17.0,0.0,,0.01598313963548695,0.0,0.0,35286900.0,2207757725.0,278723.0,778723.0,0.0
